Chromosome	Gene-Start	Gene-End	Gene-ID	Gene-Name	Peaks-on-Gene-Body	Mean-Distance-of-Gene-to-Nearest-Peaks	sd	Number-of-Peaks-Associated-with-Gene
18	57885220	57903872	ENSRNOG00000058091	LOC102547035	1	0		1
18	58268010	58301502	ENSRNOG00000043304	Apcdd1	1	0		1
18	59827963	59875627	ENSRNOG00000052665	Onecut2	1	0		1
18	63200663	63216910	ENSRNOG00000017954	Prelid3a	1	0		1
18	63823907	63827808	ENSRNOG00000048704	RGD1562758	1	0		1
18	64324491	64334379	ENSRNOG00000057481	AABR07032409.1	1	0		1
18	64509179	64512180	ENSRNOG00000048770	AABR07032413.1	1	0		1
18	66522620	67226966	ENSRNOG00000033099	Dcc	1	0		1
18	69838653	69849889	ENSRNOG00000024426	Mro	1	0		1
18	69894184	69947032	ENSRNOG00000015401	Mapk4	1	0		1
18	70260959	70330407	ENSRNOG00000014585	Cfap53	1	0		1
18	72648021	72652587	ENSRNOG00000055139	AABR07032582.2	1	0		1
18	73155573	73193877	ENSRNOG00000018006	Skor2	1	0		1
18	74402884	74419733	ENSRNOG00000033588	Siglec15	1	0		1
18	76747567	76756302	ENSRNOG00000059055	Hsbp1l1	1	0		1
18	76767612	76806266	ENSRNOG00000059215	Pqlc1	1	0		1
18	79242509	79260970	ENSRNOG00000016654	Galr1	1	0		1
18	79324338	79437810	ENSRNOG00000016516	Mbp	1	0		1
18	79771208	79854692	ENSRNOG00000016258	Zfp516	1	0		1
18	81466216	81501451	ENSRNOG00000027739	Cndp1	1	0		1
18	81818727	81883296	ENSRNOG00000038225	Fbxo15	1	0		1
18	84428812	84431809	ENSRNOG00000056053	SNORA17	1	0		1
18	86297063	86395265	ENSRNOG00000038197	Cd226	1	0		1
19	83206	100924	ENSRNOG00000011635	Ces2e	1	0		1
19	117620	123442	ENSRNOG00000026262	AABR07042571.1	1	0		1
19	651110	680878	ENSRNOG00000033133	Nae1	1	0		1
19	847811	862893	ENSRNOG00000057998	LOC102554842	1	0		1
19	9620211	9638722	ENSRNOG00000012007	Slc38a7	1	0		1
19	9665786	9762105	ENSRNOG00000012271	Cnot1	1	0		1
19	10129141	10214450	ENSRNOG00000013465	Tepp	1	0		1
19	10618720	10623071	ENSRNOG00000016278	Ccl17	1	0		1
19	10643744	10656200	ENSRNOG00000016326	Cx3cl1	1	0		1
19	10726913	10730073	ENSRNOG00000051845	7SK	1	0		1
19	10860906	10886447	ENSRNOG00000043286	Cpne2	1	0		1
19	11061746	11068877	ENSRNOG00000061468	AABR07042825.1	1	0		1
19	11105533	11147041	ENSRNOG00000057072	Slc12a3	1	0		1
19	11301625	11305338	ENSRNOG00000025764	AC128848.1	1	0		1
19	11339267	11344263	ENSRNOG00000019004	Mt4	1	0		1
19	11668729	11787278	ENSRNOG00000061917	AABR07042840.1	1	0		1
19	14642341	14647014	ENSRNOG00000056588	AABR07042911.1	1	0		1
19	14833422	14987664	ENSRNOG00000046163	1700007B14Rik	1	0		1
19	15336752	15366579	ENSRNOG00000039725	Ces1a	1	0		1
19	15838214	15843390	ENSRNOG00000011533	Irx3	1	0		1
19	18076694	18188830	ENSRNOG00000028649	Tox3	1	0		1
19	21539342	21613027	ENSRNOG00000015666	Abcc12	1	0		1
19	24454576	24465307	ENSRNOG00000003580	Ucp1	1	0		1
19	24583955	24616419	ENSRNOG00000003853	Scoc	1	0		1
19	24881627	24884839	ENSRNOG00000053046	7SK	1	0		1
19	25131594	25136455	ENSRNOG00000005619	RGD1310262	1	0		1
19	25812807	25818574	ENSRNOG00000002950	Lyl1	1	0		1
19	25930101	25938426	ENSRNOG00000033368	Dand5	1	0		1
19	28592901	28647888	ENSRNOG00000049468	AABR07043449.1	1	0		1
19	29240659	29376389	ENSRNOG00000059734	AABR07043564.1	1	0		1
19	29597405	29970824	ENSRNOG00000018382	Inpp4b	1	0		1
19	36125434	36129257	ENSRNOG00000054321	AABR07043698.1	1	0		1
19	36241837	36259462	ENSRNOG00000060858	AABR07043711.1	1	0		1
19	37087656	37108372	ENSRNOG00000014257	Ces4a	1	0		1
19	37177414	37215904	ENSRNOG00000014668	RGD621098	1	0		1
19	37218732	37226565	ENSRNOG00000015242	Fbxl8	1	0		1
19	37223786	37232412	ENSRNOG00000015253	Hsf4	1	0		1
19	37284423	37306188	ENSRNOG00000054625	Fhod1	1	0		1
19	37302848	37325835	ENSRNOG00000028844	Slc9a5	1	0		1
19	37473683	37481826	ENSRNOG00000017084	Hsd11b2	1	0		1
19	37916514	37941257	ENSRNOG00000019651	Slc12a4	1	0		1
19	38112912	38122978	ENSRNOG00000023177	Esrp2	1	0		1
19	38419764	38437680	ENSRNOG00000012772	Nqo1	1	0		1
19	38766067	38838895	ENSRNOG00000020151	Cdh1	1	0		1
19	39061598	39078222	ENSRNOG00000059362	Has3	1	0		1
19	39499753	39537550	ENSRNOG00000061467	AABR07043772.1	1	0		1
19	40905347	40928060	ENSRNOG00000017500	Mtss1l	1	0		1
19	41480328	41510158	ENSRNOG00000016977	Calb2	1	0		1
19	42455447	42518712	ENSRNOG00000060265	AABR07043825.1	1	0		1
19	43160729	43176124	ENSRNOG00000022721	Clec18a	1	0		1
19	43506476	43531251	ENSRNOG00000042353	Mlkl	1	0		1
19	43532250	43536804	ENSRNOG00000059155	AABR07043844.1	1	0		1
19	45943836	45957344	ENSRNOG00000031097	Syce1l	1	0		1
19	46004777	46103650	ENSRNOG00000011575	Adamts18	1	0		1
19	52215584	52246429	ENSRNOG00000015590	Dnaaf1	1	0		1
19	52256547	52263459	ENSRNOG00000015690	Adad2	1	0		1
19	52270427	52285277	ENSRNOG00000015746	Kcng4	1	0		1
19	53041979	53047581	ENSRNOG00000047446	Foxc2	1	0		1
19	54184446	54212915	ENSRNOG00000017646	RGD1309651	1	0		1
19	54693459	54724963	ENSRNOG00000018824	Slc7a5	1	0		1
19	55277049	55287063	ENSRNOG00000013586	Snai3	1	0		1
19	55388962	55425550	ENSRNOG00000014461	Galns	1	0		1
19	55430310	55436652	ENSRNOG00000029558	Pabpn1l	1	0		1
19	55441072	55512860	ENSRNOG00000014723	Cbfa2t3	1	0		1
19	55667226	55690492	ENSRNOG00000027954	Cdh15	1	0		1
19	55927209	55946750	ENSRNOG00000015397	Cpne7	1	0		1
19	56338236	56341254	ENSRNOG00000055067	5S_rRNA	1	0		1
19	56433177	56442233	ENSRNOG00000053560	Rhou	1	0		1
19	57321140	57335833	ENSRNOG00000018445	Agt	1	0		1
19	57339538	57379401	ENSRNOG00000018480	Capn9	1	0		1
19	57554294	57593222	ENSRNOG00000019024	Trim67	1	0		1
19	61329951	61486358	ENSRNOG00000010744	Nrp1	1	0		1
20	647182	651047	ENSRNOG00000046708	Olr1687	1	0		1
20	858644	862509	ENSRNOG00000000746	Olr1695	1	0		1
20	877960	1113113	ENSRNOG00000046355	Olr1696	1	0		1
20	1718682	1721687	ENSRNOG00000052793	U6	1	0		1
20	1747316	1751142	ENSRNOG00000050043	Olr1735	1	0		1
20	1762394	1766333	ENSRNOG00000061930	Olr1736	1	0		1
20	1844709	1848551	ENSRNOG00000000765	Olr1743	1	0		1
20	1871982	1875821	ENSRNOG00000000767	Olfr94-ps1	1	0		1
20	1875673	1900214	ENSRNOG00000000768	Ubd	1	0		1
20	1934038	1937876	ENSRNOG00000048828	Olr1749	1	0		1
20	2620825	2638266	ENSRNOG00000048140	Rn50_20_0048.4	1	0		1
20	2723072	2736696	ENSRNOG00000047304	Btnl5	1	0		1
20	2877547	2880960	ENSRNOG00000061954	Rn60_20_0029.5	1	0		1
20	3074186	3090739	ENSRNOG00000039966	Rn60_20_0031.1	1	0		1
20	3138758	3168969	ENSRNOG00000058490	AABR07044362.1	1	0		1
20	3371913	3399439	ENSRNOG00000000816	Ppp1r18	1	0		1
20	3427380	3440796	ENSRNOG00000000826	Flot1	1	0		1
20	3550529	3576280	ENSRNOG00000057125	Ddr1	1	0		1
20	3586097	3600014	ENSRNOG00000000833	Vars2	1	0		1
20	3741995	3747464	ENSRNOG00000058288	Tcf19	1	0		1
20	3993144	4010087	ENSRNOG00000000455	Tap2	1	0		1
20	4282496	4301491	ENSRNOG00000053116	Cyp21a1-ps	1	0		1
20	4535703	4545347	ENSRNOG00000051158	Cfb	1	0		1
20	4590989	4610131	ENSRNOG00000000878	Slc44a4	1	0		1
20	4830889	5000545	ENSRNOG00000051805	AABR07044408.1	1	0		1
20	5006108	5018169	ENSRNOG00000000860	Vwa7	1	0		1
20	5037937	5049666	ENSRNOG00000029682	Clic1	1	0		1
20	5054083	5058888	ENSRNOG00000026936	G6b	1	0		1
20	5070562	5078986	ENSRNOG00000027225	Ly6g6f	1	0		1
20	5160833	5168848	ENSRNOG00000000853	Aif1	1	0		1
20	5282445	5286425	ENSRNOG00000045908	LOC100911800	1	0		1
20	5291218	5297802	ENSRNOG00000061980	Rn60_20_0053.6	1	0		1
20	5485974	5501410	ENSRNOG00000000478	AA926063	1	0		1
20	5643697	5712202	ENSRNOG00000052795	Itpr3	1	0		1
20	5880962	5934048	ENSRNOG00000000512	Slc26a8	1	0		1
20	6099877	6144207	ENSRNOG00000028622	Pnpla1	1	0		1
20	6361452	6396873	ENSRNOG00000053516	AABR07044454.1	1	0		1
20	6921098	6933285	ENSRNOG00000000525	Pi16	1	0		1
20	7292324	7309684	ENSRNOG00000000491	Spdef	1	0		1
20	7691037	7696793	ENSRNOG00000061881	AC132760.1	1	0		1
20	7785684	7810060	ENSRNOG00000000502	Def6	1	0		1
20	7907726	7933329	ENSRNOG00000000506	Tead3	1	0		1
20	8107235	8120680	ENSRNOG00000000508	Armc12	1	0		1
20	9583675	9626728	ENSRNOG00000001152	Glp1r	1	0		1
20	9850303	9857881	ENSRNOG00000001159	Tff3	1	0		1
20	9872180	9878408	ENSRNOG00000001162	Tff2	1	0		1
20	9903802	9906817	ENSRNOG00000061642	SNORA44	1	0		1
20	10436044	10442687	ENSRNOG00000047175	Cryaa	1	0		1
20	10491434	10495706	ENSRNOG00000054555	AABR07044551.1	1	0		1
20	10757354	10846578	ENSRNOG00000001193	Hsf2bp	1	0		1
20	11585800	11589550	ENSRNOG00000032530	AABR07072821.1	1	0		1
20	11594375	11598147	ENSRNOG00000047532	LOC687631	1	0		1
20	11637624	11640883	ENSRNOG00000042956	LOC100361702	1	0		1
20	11928036	11931406	ENSRNOG00000001226	Rn50_20_0141.1	1	0		1
20	12364886	12368073	ENSRNOG00000057037	AABR07044596.1	1	0		1
20	12771027	12801680	ENSRNOG00000001254	Col6a2	1	0		1
20	12806457	12822866	ENSRNOG00000001261	Ftcd	1	0		1
20	12825275	12837444	ENSRNOG00000045929	Spatc1l	1	0		1
20	13414539	13460510	ENSRNOG00000049734	Slc5a4	1	0		1
20	13496526	13548008	ENSRNOG00000001298	Slc5a4b	1	0		1
20	13796702	13817026	ENSRNOG00000049771	Gstt1	1	0		1
20	13987583	13990581	ENSRNOG00000053255	U6	1	0		1
20	14019361	14027468	ENSRNOG00000047697	Ggt1	1	0		1
20	14045171	14048856	ENSRNOG00000058683	AABR07044635.1	1	0		1
20	17842773	17845796	ENSRNOG00000056074	SNORA17	1	0		1
20	18591637	18606651	ENSRNOG00000000613	Tfam	1	0		1
20	22453963	22461425	ENSRNOG00000000640	Egr2	1	0		1
20	23024271	23030011	ENSRNOG00000061934	AABR07044836.1	1	0		1
20	27575033	27580644	ENSRNOG00000000580	Fam26d	1	0		1
20	30654881	30659251	ENSRNOG00000054791	AABR07044988.3	1	0		1
20	30688410	30696976	ENSRNOG00000000566	Pcbd1	1	0		1
20	30789022	30804665	ENSRNOG00000000564	Tbata	1	0		1
20	30938401	30977872	ENSRNOG00000000561	Pald1	1	0		1
20	31733683	31738612	ENSRNOG00000000551	RGD1305587	1	0		1
20	31890115	31905653	ENSRNOG00000050658	Tacr2	1	0		1
20	32607153	32631353	ENSRNOG00000000401	Gprc6a	1	0		1
20	33356796	33454266	ENSRNOG00000000407	Dcbld1	1	0		1
20	34935550	35057281	ENSRNOG00000026407	Fam184a	1	0		1
20	45142953	45262519	ENSRNOG00000000588	Slc16a10	1	0		1
20	45812669	45818340	ENSRNOG00000049580	Gpr6	1	0		1
20	46197581	46212430	ENSRNOG00000000307	Mical1	1	0		1
20	47287637	47308718	ENSRNOG00000050550	Nr2e1	1	0		1
20	48299464	48312575	ENSRNOG00000000320	Timm10b	1	0		1
20	48927414	48971899	ENSRNOG00000025998	Aim1	1	0		1
20	50376762	50379787	ENSRNOG00000051864	SNORA17	1	0		1
100	1273212	1288012	ENSRNOG00000009893	Uxt	1	0		1
100	6854791	6857814	ENSRNOG00000053418	SNORA42	1	0		1
100	17484339	17489121	ENSRNOG00000028033	Smptb	1	0		1
100	20733422	20736732	ENSRNOG00000052565	LOC685095	1	0		1
100	21061145	21169201	ENSRNOG00000002708	Phf8	1	0		1
100	43032566	43047375	ENSRNOG00000046265	Spink6	1	0		1
100	54731985	54739013	ENSRNOG00000003765	Nr0b1	1	0		1
100	58112382	58189664	ENSRNOG00000051032	Rn50_X_0590.1	1	0		1
100	63062550	63115772	ENSRNOG00000042530	Rn50_X_0638.1	1	0		1
100	69727842	70220829	ENSRNOG00000032208	Eda	1	0		1
100	70224154	70273093	ENSRNOG00000003030	Awat2	1	0		1
100	70459318	70561689	ENSRNOG00000038035	Kif4a	1	0		1
100	70561170	70572795	ENSRNOG00000002800	Gdpd2	1	0		1
100	70669822	70948965	ENSRNOG00000025672	Tex11	1	0		1
100	70972265	70981352	ENSRNOG00000004133	Slc7a3	1	0		1
100	72128494	72136092	ENSRNOG00000003189	Cited1	1	0		1
100	73081434	73089800	ENSRNOG00000051175	Rn50_X_0740.2	1	0		1
100	73557042	73564446	ENSRNOG00000061703	Gm14597	1	0		1
100	73901080	73919850	ENSRNOG00000051053	Rn50_X_0748.3	1	0		1
100	75150108	75294338	ENSRNOG00000002790	Abcb7	1	0		1
100	77416459	77573225	ENSRNOG00000002451	Fndc3c1	1	0		1
100	111268990	111327586	ENSRNOG00000057622	Rbm41	1	0		1
100	111941602	111945149	ENSRNOG00000060899	Tsc22d3	1	0		1
100	113946254	114110562	ENSRNOG00000012787	Tmem164	1	0		1
100	115627153	115911093	ENSRNOG00000027233	Trpc5	1	0		1
100	118347032	118350004	ENSRNOG00000041256	AABR07041066.1	1	0		1
100	118443323	118515461	ENSRNOG00000032973	Il13ra2	1	0		1
100	122504974	122690965	ENSRNOG00000013321	Dock11	1	0		1
100	123524450	123664750	ENSRNOG00000043182	Sept6	1	0		1
100	123887488	123995942	ENSRNOG00000040013	Rhox2	1	0		1
100	128161395	128270722	ENSRNOG00000007315	Thoc2	1	0		1
100	139353655	139467198	ENSRNOG00000002413	Gpc4	1	0		1
100	139481784	139487024	ENSRNOG00000058144	AABR07041778.3	1	0		1
100	140875816	140889295	ENSRNOG00000000861	Zic3	1	0		1
100	142053154	142250769	ENSRNOG00000042753	Fgf13	1	0		1
100	145875295	145878347	ENSRNOG00000054106	5_8S_rRNA	1	0		1
100	150660243	150668709	ENSRNOG00000058521	Snrpg	1	0		1
100	152414115	152644931	ENSRNOG00000056558	Gabra3	1	0		1
100	153061628	153068000	ENSRNOG00000052022	Pnma3	1	0		1
100	155341776	155344793	ENSRNOG00000057982	Mir3585	1	0		1
100	157167644	157174468	ENSRNOG00000055185	Dusp9	1	0		1
1	182085399	182142970	ENSRNOG00000039241	Ythdc2	0	885442.052631579	458861.813149533	76
13	34146403	34149428	ENSRNOG00000053423	NA	0	480925	157330.353079118	25
5	169895902	169900276	ENSRNOG00000057128	AABR07050561.1	0	190367.111111111	122037.062972394	18
15	21188836	21192054	ENSRNOG00000051328	Rn50_15_0251.2	0	456947	219428.32542769	17
5	170608559	170611563	ENSRNOG00000055828	AABR07050593.1	0	168075.285714286	111288.529073291	14
8	123828251	123832149	ENSRNOG00000054937	AABR07071598.1	0	112452.642857143	45708.5512982605	14
14	94773833	94777542	ENSRNOG00000050592	AABR07016166.1	0	326553.857142857	240477.370718154	14
15	23379357	23382763	ENSRNOG00000059269	AABR07017491.1	0	674664.642857143	274390.774064908	14
1	178940016	179012657	ENSRNOG00000012258	Rras2	0	1278190.15384615	237516.106876231	13
4	179054316	179057352	ENSRNOG00000059511	SNORA17	0	105230.461538462	65321.5502362676	13
16	85462804	85466402	ENSRNOG00000024169	AABR07026596.1	0	107815.461538462	97391.8907366996	13
1	201978957	202021508	ENSRNOG00000020624	Acadsb	0	82293	42338.6348386435	12
2	16779090	16782082	ENSRNOG00000041270	AABR07007517.1	0	256984.333333333	229590.386679223	12
2	161550882	161553934	ENSRNOG00000052601	5_8S_rRNA	0	413934	157418.587905564	12
2	162019279	162023342	ENSRNOG00000058603	AABR07011434.1	0	151651.5	87720.6886269244	12
14	4998039	5036342	ENSRNOG00000047761	Zfp326	0	110924.333333333	62376.8289341386	12
18	77573202	77582369	ENSRNOG00000026116	Sall3	0	188448.666666667	82159.7317129962	12
2	118544429	118587199	ENSRNOG00000010094	Kcnmb2	0	248337.454545455	121790.38787307	11
7	22453365	22456417	ENSRNOG00000051635	5_8S_rRNA	0	233694.272727273	156869.302866489	11
14	96895433	96898657	ENSRNOG00000051064	Rn50_14_0967.1	0	69785.3636363636	62593.5333597213	11
17	67205471	67208592	ENSRNOG00000055638	AABR07028381.1	0	166263.545454545	47551.4114119942	11
18	4597625	4607493	ENSRNOG00000053552	AABR07031221.1	0	102129.636363636	54004.8938268982	11
1	96086882	96089858	ENSRNOG00000049816	AABR07003102.1	0	234419.4	146517.022884487	10
2	32985843	32988872	ENSRNOG00000060780	SNORA15	0	114449	71809.080205779	10
3	174960488	174963507	ENSRNOG00000057429	5S_rRNA	0	31571.2	17941.6972862411	10
6	130788854	130798235	ENSRNOG00000060055	AABR07065486.1	0	216526	138449.182012752	10
6	134624878	134629638	ENSRNOG00000052017	AABR07065559.1	0	127220	90748.886739422	10
7	110029296	110179968	ENSRNOG00000009539	Khdrbs3	0	49692.5	44838.4647280286	10
8	48087604	48096374	ENSRNOG00000060536	AABR07070078.1	0	64446	53361.3093292634	10
11	35325321	35330206	ENSRNOG00000061175	AABR07033688.1	0	48839	36008.5424432716	10
13	16317818	16320816	ENSRNOG00000060209	7SK	0	350533	268164.665987979	10
13	35436032	35444622	ENSRNOG00000060237	Inhbb	0	102914	42886.0194779915	10
16	884361	932927	ENSRNOG00000011119	LOC100363675	0	59954	43568.6125553706	10
1	35751971	35754997	ENSRNOG00000052375	SNORA17	0	45894.4444444445	25716.9218225622	9
1	161218846	161221833	ENSRNOG00000040447	Mir708	0	92061.3333333333	60555.3763096226	9
5	21828482	21951196	ENSRNOG00000006689	Chd7	0	56147.1111111111	32221.4161717189	9
5	149666067	149710332	ENSRNOG00000058693	AABR07050061.1	0	65713.4444444444	28731.4771248848	9
6	131601913	131651061	ENSRNOG00000046275	LOC100910833	0	207651.111111111	135288.023254504	9
7	22656399	22659390	ENSRNOG00000036410	AABR07056346.1	0	48985.4444444445	31184.3438728118	9
7	115470112	115473100	ENSRNOG00000049202	5S_rRNA	0	55931.8888888889	54848.0483094988	9
9	89718611	89724948	ENSRNOG00000056997	AABR07068198.3	0	117995.222222222	46888.9629277983	9
9	105941112	105946831	ENSRNOG00000046623	LOC100912293	0	125630.444444444	111712.894876902	9
10	6691901	6695094	ENSRNOG00000056282	7SK	0	110680.777777778	109667.563319536	9
10	100408116	100412268	ENSRNOG00000053652	AABR07030699.1	0	145504.111111111	76842.6016192262	9
11	33567856	33570851	ENSRNOG00000040376	Mir802	0	103698.888888889	69342.24362617	9
14	55071700	55083951	ENSRNOG00000012367	Pcdh7	0	266701.111111111	220937.197300751	9
14	96298196	96301890	ENSRNOG00000047403	LOC302228	0	310134.222222222	208227.512029978	9
17	56592730	56595944	ENSRNOG00000052633	7SK	0	69409.7777777778	43242.0629358087	9
18	78275068	78282067	ENSRNOG00000061786	LOC102548467	0	182070	116774.440696584	9
19	39670071	39673309	ENSRNOG00000061454	AABR07043776.1	0	352136.444444444	206958.831118118	9
1	92924154	92928497	ENSRNOG00000060688	AABR07003007.1	0	34730	31400.3617085627	8
1	97060910	97066481	ENSRNOG00000053427	AABR07003167.1	0	221462	129794.199738333	8
1	129765600	129782756	ENSRNOG00000010775	Arrdc4	0	182139.625	123132.849636872	8
2	159136358	159139594	ENSRNOG00000054349	AABR07011152.1	0	305145.25	182836.760258785	8
3	144316095	144324002	ENSRNOG00000030508	LOC689220	0	112447	40074.181214343	8
5	23389133	23393219	ENSRNOG00000058576	AABR07047194.1	0	149957	105061.529590997	8
5	142301236	142331354	ENSRNOG00000049397	AABR07049880.1	0	140138	84263.9390758077	8
5	145421857	145425572	ENSRNOG00000059897	Gjb5	0	150029	79562.2308097792	8
7	61785809	61801129	ENSRNOG00000007821	Dyrk2	0	96536	53811.5162926514	8
8	31495239	31534577	ENSRNOG00000014719	Snx19	0	219634.625	217444.941649235	8
8	51351003	51354009	ENSRNOG00000053779	U6	0	103546.875	62153.6320245188	8
9	101387651	101391233	ENSRNOG00000051180	Chchd2	0	175068	125219.304764538	8
13	9637373	9640592	ENSRNOG00000053519	7SK	0	613804.75	483648.664485684	8
13	37137519	37142166	ENSRNOG00000052801	AABR07020736.1	0	143699.5	106811.036812013	8
13	101996108	102019287	ENSRNOG00000059555	AABR07021998.1	0	110589	88559.6449534759	8
14	87698994	87704284	ENSRNOG00000058316	LOC686087	0	105036.75	82057.3626552095	8
15	53958759	53961790	ENSRNOG00000053120	U1	0	114329.75	76671.0689406376	8
18	2414152	2446838	ENSRNOG00000023433	Gata6	0	61206.25	35748.9994295545	8
1	34268859	34274320	ENSRNOG00000057928	AABR07001025.1	0	267366.714285714	70953.9622706496	7
1	50825734	51052840	ENSRNOG00000048297	Qk	0	235232.428571429	160522.078847799	7
1	132889172	132892620	ENSRNOG00000051108	Rn50_1_1340.1	0	77347.4285714286	66419.3103895174	7
1	183120991	183123997	ENSRNOG00000041637	AABR07005447.1	0	150629.428571429	96368.6855395416	7
1	187147053	187262132	ENSRNOG00000056658	Xylt1	0	103661	73999.6580352459	7
2	409272	412324	ENSRNOG00000059722	5_8S_rRNA	0	138331.571428571	108363.339132533	7
2	8730532	8743569	ENSRNOG00000045649	Arrdc3	0	201276.857142857	79945.1240360715	7
2	87732311	87785845	ENSRNOG00000056034	AABR07009154.1	0	80919.1428571429	42206.80510861	7
2	250218141	250244073	ENSRNOG00000009205	Lmo4	0	90538.7142857143	80869.8092836346	7
3	124460230	124463732	ENSRNOG00000045581	LOC103691893	0	69946.2857142857	29458.6392858093	7
3	168818591	168822372	ENSRNOG00000052268	AABR07054755.1	0	102309.571428571	82691.1835825665	7
4	127162053	127177977	ENSRNOG00000013390	Kbtbd8	0	82399.8571428571	45954.1490344038	7
4	178615001	178618383	ENSRNOG00000033855	AABR07062466.1	0	32007.2857142857	27413.3797059896	7
5	72320555	72323892	ENSRNOG00000029600	RGD1565912	0	144651.857142857	100780.733230495	7
5	167671645	167698748	ENSRNOG00000018229	Slc45a1	0	72310.1428571429	38685.5208548305	7
6	130669138	130677559	ENSRNOG00000060077	AABR07065485.1	0	86383.1428571429	77599.0590308684	7
7	69559479	69568137	ENSRNOG00000051608	AABR07057390.1	0	79730.8571428572	68861.1407917619	7
8	105665967	105671740	ENSRNOG00000057243	AABR07071228.1	0	122032.428571429	111471.038305707	7
9	62571488	62586635	ENSRNOG00000056520	AABR07067767.1	0	112333.428571429	120785.925436779	7
9	95786008	95789494	ENSRNOG00000061524	AABR07068285.2	0	84295.7142857143	30336.525211447	7
10	101695773	101698738	ENSRNOG00000036251	Mir297	0	117273.285714286	66737.9543730909	7
12	26239849	26246757	ENSRNOG00000056105	AABR07035868.1	0	141788.857142857	42556.4542947701	7
12	49326577	49395625	ENSRNOG00000000708	Sgsm1	0	93979	35023.8014308365	7
13	102637269	102645623	ENSRNOG00000002309	Hlx	0	157057.714285714	94155.6957149775	7
13	105917776	105922002	ENSRNOG00000058837	AABR07022072.1	0	90484.7142857143	68894.3013746766	7
14	88141337	88144298	ENSRNOG00000056966	U7	0	85853.2857142857	77789.7900021039	7
15	2337915	2348571	ENSRNOG00000061888	AABR07016856.1	0	141831.285714286	81415.8753677977	7
15	21113517	21116718	ENSRNOG00000051342	Rn50_15_0251.1	0	69113.8571428572	46333.6470808151	7
16	1454685	1460264	ENSRNOG00000055392	AABR07024491.1	0	127308.428571429	92098.8638056177	7
17	7022614	7025589	ENSRNOG00000041300	Mir874	0	202783.428571429	53626.2906382592	7
17	17449343	17452499	ENSRNOG00000054482	7SK	0	104898	54519.8240459376	7
17	25686347	25689332	ENSRNOG00000057915	U4	0	142411.857142857	92216.4637712605	7
18	3673415	3678588	ENSRNOG00000046744	Ankrd29	0	58013	27865.8692070904	7
19	18428806	18432615	ENSRNOG00000055856	AABR07043035.1	0	71430.2857142857	52067.6494114925	7
19	60940142	60961448	ENSRNOG00000051801	AABR07044167.1	0	112121.857142857	52708.0066227405	7
1	27471895	27474901	ENSRNOG00000058582	U6	0	549797	203123.361531853	6
1	60714986	60737109	ENSRNOG00000011282	Ppp2r1a	0	24222.6666666667	9303.84889530493	6
1	90506197	90522744	ENSRNOG00000021137	Kctd15	0	55732.3333333333	38767.3402062441	6
1	93239650	93242993	ENSRNOG00000040273	RGD1562402	0	46604	42258.2565849563	6
1	97128792	97135490	ENSRNOG00000060881	AABR07003167.3	0	153844.333333333	64841.3037088758	6
1	131866928	131869934	ENSRNOG00000054010	U6	0	94144.1666666667	86425.625645214	6
1	132495413	132504037	ENSRNOG00000055864	AABR07004241.2	0	99139.1666666667	65682.5049778605	6
1	182840183	182843808	ENSRNOG00000048649	Ssty1	0	137318.333333333	92406.7241420594	6
1	202346099	202349083	ENSRNOG00000053642	AABR07005828.1	0	48840	50485.5287225954	6
1	203157923	203228818	ENSRNOG00000034038	AABR07005844.1	0	47587.3333333333	40547.6381046624	6
1	224139044	224163412	ENSRNOG00000053356	AABR07006197.1	0	116536.5	87705.8311715932	6
2	91449662	91499491	ENSRNOG00000011107	Pcsk1	0	178269	181723.19963615	6
2	121567205	121572687	ENSRNOG00000053304	AABR07010033.1	0	43342.6666666667	22047.9117620392	6
2	125288193	125325854	ENSRNOG00000010534	Ankrd50	0	114521.666666667	73447.237188792	6
2	143095771	143106812	ENSRNOG00000038176	Ufm1	0	85745	19081.1016872716	6
2	214328860	214331862	ENSRNOG00000053571	U6	0	96092.8333333333	58007.5104462057	6
3	61415135	61418199	ENSRNOG00000060698	U1	0	49237	48330.9838509418	6
3	108542531	108559976	ENSRNOG00000005100	Tmco5a	0	84766.3333333333	24715.4742351157	6
3	128754399	128972246	ENSRNOG00000033119	Plcb4	0	103667.666666667	39938.8866478106	6
3	133893584	133896969	ENSRNOG00000060762	AABR07053968.1	0	75424.3333333333	55159.784197064	6
3	166982720	166996686	ENSRNOG00000021787	Zfp217	0	38020.8333333333	26511.3282987984	6
3	173370825	173374235	ENSRNOG00000047007	LOC102557590	0	81742.8333333333	90760.9366421847	6
4	1090601	1110736	ENSRNOG00000058122	AABR07059009.2	0	53298.3333333333	37523.62811172	6
4	3122000	3126083	ENSRNOG00000050173	AABR07059072.1	0	297884.666666667	85956.3067300281	6
4	78022365	78046566	ENSRNOG00000007405	Krba1	0	67678.3333333333	52530.595757774	6
4	112570249	112573278	ENSRNOG00000059631	SNORA17	0	32963	28000.8297019928	6
5	12132157	12201683	ENSRNOG00000005730	Pcmtd1	0	308552.166666667	218506.234327917	6
5	54334831	54337840	ENSRNOG00000053330	U6	0	306887.666666667	222979.103618852	6
5	61119919	61132426	ENSRNOG00000039278	Slc25a51	0	63675	39389.4909842714	6
5	63648254	63651285	ENSRNOG00000056039	SNORA17	0	153989.333333333	61831.0817200109	6
