Chromosome	Gene-Start	Gene-End	Gene-ID	Gene-Name	Peaks-on-Gene-Body	Mean-Distance-of-Gene-to-Nearest-Peaks	sd	Number-of-Peaks-Associated-with-Gene
1	179744394	179805680	ENSMUSG00000026491	Ahctf1	1	0		1
1	180724043	180754704	ENSMUSG00000026499	Acbd3	1	0		1
1	180872878	180875826	ENSMUSG00000104251	Gm18036	1	0		1
1	181172728	181213552	ENSMUSG00000038733	Wdr26	1	0		1
1	181574559	181816274	ENSMUSG00000047369	Dnah14	1	0		1
1	182275272	182284804	ENSMUSG00000038633	Degs1	1	0		1
1	182407172	182462932	ENSMUSG00000026510	Trp53bp2	1	0		1
1	182746626	182751180	ENSMUSG00000043429	Ccdc185	1	0		1
1	183085766	183223522	ENSMUSG00000030768	Disp1	1	0		1
1	183275852	183299269	ENSMUSG00000046836	Brox	1	0		1
1	183326225	183371553	ENSMUSG00000056050	Mia3	1	0		1
1	185327451	185332358	ENSMUSG00000102526	Gm37785	1	0		1
1	187606791	188215385	ENSMUSG00000026610	Esrrg	1	0		1
1	190923112	190947462	ENSMUSG00000026634	Angel2	1	0		1
1	190990692	190995177	ENSMUSG00000104487	Gm31373	1	0		1
1	191005347	191028158	ENSMUSG00000066595	Flvcr1	1	0		1
1	191045326	191064932	ENSMUSG00000026632	Tatdn3	1	0		1
1	191222454	191226640	ENSMUSG00000073478	D730003I15Rik	1	0		1
1	191536856	191577544	ENSMUSG00000037474	Dtl	1	0		1
1	191573636	191624188	ENSMUSG00000037461	Ints7	1	0		1
1	193090604	193132272	ENSMUSG00000016181	Diexf	1	0		1
1	193174953	193203703	ENSMUSG00000037318	Traf3ip3	1	0		1
1	193201038	193226708	ENSMUSG00000089683	4930570N18Rik	1	0		1
1	194974375	195038404	ENSMUSG00000096929	A330023F24Rik	1	0		1
2	3282212	3329377	ENSMUSG00000026643	Nmt2	1	0		1
2	3488350	3514814	ENSMUSG00000109865	Hspa14	1	0		1
2	4715831	4802642	ENSMUSG00000048186	Bend7	1	0		1
2	5020142	5066051	ENSMUSG00000026672	Optn	1	0		1
2	5135776	5231378	ENSMUSG00000026676	Ccdc3	1	0		1
2	6187965	6215033	ENSMUSG00000039063	Echdc3	1	0		1
2	11418224	11421720	ENSMUSG00000082314	Gm13296	1	0		1
2	11742073	11779582	ENSMUSG00000058594	Fbxo18	1	0		1
2	11775876	11790829	ENSMUSG00000047909	Ankrd16	1	0		1
2	12346763	12421470	ENSMUSG00000026767	Mindy3	1	0		1
2	13076321	13273415	ENSMUSG00000026727	Rsu1	1	0		1
2	13269601	13326327	ENSMUSG00000086358	Gm13270	1	0		1
2	13650521	13796064	ENSMUSG00000003418	St8sia6	1	0		1
2	13849782	14058135	ENSMUSG00000063275	Hacd1	1	0		1
2	15524479	16256055	ENSMUSG00000075520	Malrd1	1	0		1
2	18040176	18051051	ENSMUSG00000054074	Skida1	1	0		1
2	18053237	18212888	ENSMUSG00000026743	Mllt10	1	0		1
2	22225503	22618752	ENSMUSG00000025716	Myo3a	1	0		1
2	24789428	24921614	ENSMUSG00000036893	Ehmt1	1	0		1
2	24973617	24977098	ENSMUSG00000036850	Mrpl41	1	0		1
2	25216745	25222780	ENSMUSG00000026969	Fam166a	1	0		1
2	25233976	25238787	ENSMUSG00000089953	Rnf224	1	0		1
2	25238318	25244452	ENSMUSG00000036731	Cysrt1	1	0		1
2	25286145	25289689	ENSMUSG00000026963	Tmem210	1	0		1
2	25326950	25334571	ENSMUSG00000097345	AA543186	1	0		1
2	25698043	25703826	ENSMUSG00000062061	Obp2a	1	0		1
2	25763569	25768599	ENSMUSG00000026936	Lcn3	1	0		1
2	25775017	25780779	ENSMUSG00000069080	Lcn11	1	0		1
2	26347621	26354110	ENSMUSG00000075467	Dnlz	1	0		1
2	26637347	26639985	ENSMUSG00000097052	RF00416	1	0		1
2	26638372	26646444	ENSMUSG00000086775	Snhg7os	1	0		1
2	26842003	26866979	ENSMUSG00000015787	Abo	1	0		1
2	26953063	26966386	ENSMUSG00000052406	Rexo4	1	0		1
2	27007926	27021589	ENSMUSG00000015488	Cacfd1	1	0		1
2	27020863	27029998	ENSMUSG00000036067	Slc2a6	1	0		1
2	27440324	27444721	ENSMUSG00000109946	Brd3os	1	0		1
2	27538426	27543862	ENSMUSG00000085929	Gm13421	1	0		1
2	28560197	28577198	ENSMUSG00000087667	Gm13381	1	0		1
2	29785493	29798435	ENSMUSG00000026798	Coq4	1	0		1
2	30090444	30095648	ENSMUSG00000015335	Zdhhc12	1	0		1
2	30169493	30174569	ENSMUSG00000015337	Endog	1	0		1
2	30238567	30282648	ENSMUSG00000099041	Gm28035	1	0		1
2	30399971	30417813	ENSMUSG00000026853	Crat	1	0		1
2	30801793	30807929	ENSMUSG00000085491	4930527E20Rik	1	0		1
2	31632953	31642589	ENSMUSG00000085224	Gm13425	1	0		1
2	31638037	31656295	ENSMUSG00000079466	Prdm12	1	0		1
2	31675864	31690469	ENSMUSG00000087549	Gm13427	1	0		1
2	32232282	32238382	ENSMUSG00000086216	Gm13610	1	0		1
2	32568858	32574079	ENSMUSG00000026810	Dpm2	1	0		1
2	32572797	32584282	ENSMUSG00000046854	Pip5kl1	1	0		1
2	32755234	32762744	ENSMUSG00000009563	Tor2a	1	0		1
2	32959559	32965845	ENSMUSG00000038900	Rpl12	1	0		1
2	33449787	33470559	ENSMUSG00000026788	Zbtb43	1	0		1
2	34017789	34109735	ENSMUSG00000087461	C230014O12Rik	1	0		1
2	34769970	34778047	ENSMUSG00000026864	Hspa5	1	0		1
2	35179705	35203120	ENSMUSG00000026878	Rab14	1	0		1
2	35375062	35399175	ENSMUSG00000079421	4930402F06Rik	1	0		1
2	36047458	36080218	ENSMUSG00000026894	Morn5	1	0		1
2	36214777	36223434	ENSMUSG00000087187	Gm13431	1	0		1
2	37441279	37566954	ENSMUSG00000035437	Rabgap1	1	0		1
2	37482728	37705859	ENSMUSG00000026915	Strbp	1	0		1
2	38422002	38456351	ENSMUSG00000085950	Gm13589	1	0		1
2	39015655	39067541	ENSMUSG00000026754	Golga1	1	0		1
2	44563912	44929657	ENSMUSG00000036890	Gtdc1	1	0		1
2	44983132	45119395	ENSMUSG00000026872	Zeb2	1	0		1
2	48812109	48903769	ENSMUSG00000052155	Acvr2a	1	0		1
2	48902324	48952277	ENSMUSG00000026761	Orc4	1	0		1
2	49326877	49330151	ENSMUSG00000084177	Gm13508	1	0		1
2	49449486	49552448	ENSMUSG00000069495	Epc2	1	0		1
2	49617298	49775278	ENSMUSG00000026764	Kif5c	1	0		1
2	52691164	52744281	ENSMUSG00000055371	Stam2	1	0		1
2	53134204	53193284	ENSMUSG00000061136	Prpf40a	1	0		1
2	57235635	57371219	ENSMUSG00000026827	Gpd2	1	0		1
2	58565298	58793471	ENSMUSG00000026839	Upp2	1	0		1
2	58820570	59162683	ENSMUSG00000036641	Ccdc148	1	0		1
2	60417043	60555308	ENSMUSG00000054580	Pla2r1	1	0		1
2	61709694	61800876	ENSMUSG00000026914	Psmd14	1	0		1
2	64911976	65026987	ENSMUSG00000026888	Grb14	1	0		1
2	70037126	70429698	ENSMUSG00000042064	Myo3b	1	0		1
2	70472923	70478229	ENSMUSG00000075304	Sp5	1	0		1
2	70711907	70827728	ENSMUSG00000041997	Tlk1	1	0		1
2	71115923	71143426	ENSMUSG00000027015	Cybrd1	1	0		1
2	72701510	72729968	ENSMUSG00000085252	8430437L04Rik	1	0		1
2	72935927	72982446	ENSMUSG00000027109	Sp3	1	0		1
2	73384970	73420998	ENSMUSG00000087176	D230022J07Rik	1	0		1
2	73610160	73777346	ENSMUSG00000056486	Chn1	1	0		1
2	73816009	73894639	ENSMUSG00000027104	Atf2	1	0		1
2	73907947	73913326	ENSMUSG00000018770	Atp5g3	1	0		1
2	74652491	74661557	ENSMUSG00000001815	Evx2	1	0		1
2	74666310	74672099	ENSMUSG00000001819	Hoxd13	1	0		1
2	74673013	74678205	ENSMUSG00000001823	Hoxd12	1	0		1
2	74693520	74697865	ENSMUSG00000086077	Gm14396	1	0		1
2	74702615	74708433	ENSMUSG00000027102	Hoxd8	1	0		1
2	74702748	74718130	ENSMUSG00000052371	Hoxd3os1	1	0		1
2	74747922	74764896	ENSMUSG00000075277	Haglr	1	0		1
2	75657244	75659817	ENSMUSG00000093242	Gm24574	1	0		1
2	76404508	76601147	ENSMUSG00000042359	Osbpl6	1	0		1
2	76662544	76675116	ENSMUSG00000002732	Fkbp7	1	0		1
2	76703480	76984547	ENSMUSG00000051747	Ttn	1	0		1
2	77009402	77172636	ENSMUSG00000044033	Ccdc141	1	0		1
2	80411470	80449625	ENSMUSG00000027004	Frzb	1	0		1
2	80500012	80583380	ENSMUSG00000027002	Nckap1	1	0		1
2	83982743	83987735	ENSMUSG00000095824	Gm13697	1	0		1
2	84500260	84533322	ENSMUSG00000087362	Gm13710	1	0		1
2	84732058	84739155	ENSMUSG00000034059	Ypel4	1	0		1
2	84998083	85039462	ENSMUSG00000027071	P2rx3	1	0		1
2	85035234	85047609	ENSMUSG00000027067	Ssrp1	1	0		1
2	87516532	87519500	ENSMUSG00000081762	Gm13738	1	0		1
2	88122860	88130272	ENSMUSG00000101078	Olfr1166	1	0		1
2	90743370	90781521	ENSMUSG00000008200	Fnbp4	1	0		1
2	90780727	90834937	ENSMUSG00000040812	Agbl2	1	0		1
2	90883860	90891025	ENSMUSG00000040794	C1qtnf4	1	0		1
2	91043592	91055933	ENSMUSG00000086495	Gm13778	1	0		1
2	91052009	91066869	ENSMUSG00000002102	Psmc3	1	0		1
2	91061291	91072417	ENSMUSG00000002105	Slc39a13	1	0		1
2	91136860	91185837	ENSMUSG00000040687	Madd	1	0		1
2	91200885	91214598	ENSMUSG00000002103	Acp2	1	0		1
2	91641185	91643922	ENSMUSG00000083832	Gm13771	1	0		1
2	92380538	92386208	ENSMUSG00000044916	1700029I15Rik	1	0		1
2	92592602	92595176	ENSMUSG00000098406	Mir7222	1	0		1
2	93832967	93851943	ENSMUSG00000040272	Accs	1	0		1
2	94160136	94266918	ENSMUSG00000075020	Mir670hg	1	0		1
2	101676429	101702169	ENSMUSG00000027164	Traf6	1	0		1
2	101884247	101902146	ENSMUSG00000027163	Commd9	1	0		1
2	102448866	102454499	ENSMUSG00000075012	Fjx1	1	0		1
2	103338101	103374764	ENSMUSG00000087278	A930006I01Rik	1	0		1
2	103409688	103451489	ENSMUSG00000027186	Elf5	1	0		1
2	103453349	103487160	ENSMUSG00000027187	Cat	1	0		1
2	103966443	104030361	ENSMUSG00000046085	4931422A03Rik	1	0		1
2	104025721	104063740	ENSMUSG00000027180	Fbxo3	1	0		1
2	104063826	104067986	ENSMUSG00000078091	Gm10912	1	0		1
2	104093801	104115854	ENSMUSG00000032679	Cd59a	1	0		1
2	104120769	104125249	ENSMUSG00000032671	A930018P22Rik	1	0		1
2	104588523	104665929	ENSMUSG00000027176	Cstf3	1	0		1
2	104830241	104851876	ENSMUSG00000027171	Prrg4	1	0		1
2	105124529	105174116	ENSMUSG00000016458	Wt1	1	0		1
2	105222320	105380296	ENSMUSG00000055312	Them7	1	0		1
2	105535580	105672330	ENSMUSG00000086029	Pax6os1	1	0		1
2	105902638	105966058	ENSMUSG00000042670	Immp1l	1	0		1
2	112478671	112482769	ENSMUSG00000074939	Chrm5	1	0		1
2	113830992	113850661	ENSMUSG00000041219	Arhgap11a	1	0		1
2	114100670	114189024	ENSMUSG00000040383	Aqr	1	0		1
2	116972075	116978428	ENSMUSG00000099470	Gm29340	1	0		1
2	117119374	117182779	ENSMUSG00000027351	Spred1	1	0		1
2	117279493	117345001	ENSMUSG00000027347	Rasgrp1	1	0		1
2	118109876	118127633	ENSMUSG00000040152	Thbs1	1	0		1
2	118770769	118778665	ENSMUSG00000046804	Phgr1	1	0		1
2	118812003	118854457	ENSMUSG00000027331	Knstrn	1	0		1
2	119110793	119147945	ENSMUSG00000027323	Rad51	1	0		1
2	119136501	119159034	ENSMUSG00000070730	Rmdn3	1	0		1
2	119165773	119172890	ENSMUSG00000046814	Gchfr	1	0		1
2	119349229	119354881	ENSMUSG00000027313	Chac1	1	0		1
2	119545697	119587527	ENSMUSG00000014077	Chp1	1	0		1
2	119740337	119751763	ENSMUSG00000027296	Itpka	1	0		1
2	120024307	120029453	ENSMUSG00000087458	Gm13999	1	0		1
2	120315961	120355137	ENSMUSG00000027291	Vps39	1	0		1
2	121093065	121111795	ENSMUSG00000079103	Tgm7	1	0		1
2	121157773	121173125	ENSMUSG00000050619	Zscan29	1	0		1
2	121168654	121199270	ENSMUSG00000027263	Tubgcp4	1	0		1
2	121192781	121273407	ENSMUSG00000043909	Trp53bp1	1	0		1
2	121310061	121357396	ENSMUSG00000033526	Ppip5k1	1	0		1
2	121355714	121364237	ENSMUSG00000000308	Ckmt1	1	0		1
2	121411775	121439187	ENSMUSG00000027248	Pdia3	1	0		1
2	121438510	121446278	ENSMUSG00000027246	Ell3	1	0		1
2	121491411	121508665	ENSMUSG00000068479	Mfap1a	1	0		1
2	121504723	121545360	ENSMUSG00000027242	Wdr76	1	0		1
2	121953252	121958092	ENSMUSG00000074881	Mageb3	1	0		1
2	122026546	122057098	ENSMUSG00000027236	Eif3j1	1	0		1
2	122278747	122300165	ENSMUSG00000068452	Duox2	1	0		1
2	122296900	122303385	ENSMUSG00000027225	Duoxa2	1	0		1
2	122301691	122315730	ENSMUSG00000027224	Duoxa1	1	0		1
2	122424477	122461637	ENSMUSG00000027219	Slc28a2	1	0		1
2	125150505	125230502	ENSMUSG00000027202	Slc12a1	1	0		1
2	125245190	125259108	ENSMUSG00000027203	Dut	1	0		1
2	125626947	125726148	ENSMUSG00000035109	Shc4	1	0		1
2	126320473	126502674	ENSMUSG00000060131	Atp8b4	1	0		1
2	126705328	126759797	ENSMUSG00000027363	Usp8	1	0		1
2	126889891	126935235	ENSMUSG00000027366	Sppl2a	1	0		1
2	127068665	127097584	ENSMUSG00000001999	Blvra	1	0		1
2	127138272	127145442	ENSMUSG00000074825	Itpripl1	1	0		1
2	127206386	127240951	ENSMUSG00000003660	Snrnp200	1	0		1
2	127240438	127249816	ENSMUSG00000003662	Ciao1	1	0		1
2	127245908	127261607	ENSMUSG00000034850	Tmem127	1	0		1
2	127525973	127543467	ENSMUSG00000027376	Prom2	1	0		1
2	127703886	127731932	ENSMUSG00000027377	Mall	1	0		1
2	128925768	128946077	ENSMUSG00000027387	Zc3h8	1	0		1
2	129127700	129134634	ENSMUSG00000037938	Chchd5	1	0		1
2	129267710	129299212	ENSMUSG00000048327	Ckap2l	1	0		1
2	130110416	130154732	ENSMUSG00000027403	Tgm6	1	0		1
2	130193194	130264945	ENSMUSG00000060332	Tmc2	1	0		1
2	130390275	130399574	ENSMUSG00000027408	Cpxm1	1	0		1
2	130574173	130577554	ENSMUSG00000027301	Oxt	1	0		1
2	130632339	130644803	ENSMUSG00000037703	Lzts3	1	0		1
2	130904495	131030833	ENSMUSG00000027312	Atrn	1	0		1
2	131157537	131171842	ENSMUSG00000087405	Gm14232	1	0		1
2	131260495	131299688	ENSMUSG00000037514	Pank2	1	0		1
2	131414421	131417245	ENSMUSG00000081652	Gm14283	1	0		1
2	131819506	131849683	ENSMUSG00000086822	5330413P13Rik	1	0		1
2	131853178	131861747	ENSMUSG00000037482	Erv3	1	0		1
2	131902086	131905459	ENSMUSG00000081229	Lamr1-ps1	1	0		1
2	131907928	131938929	ENSMUSG00000079037	Prnp	1	0		1
2	132672885	132675989	ENSMUSG00000084089	Gm14099	1	0		1
2	132684931	132751555	ENSMUSG00000044991	1110034G24Rik	1	0		1
2	132779278	132795579	ENSMUSG00000027350	Chgb	1	0		1
2	132803707	132818055	ENSMUSG00000037376	Trmt6	1	0		1
2	132867805	132882891	ENSMUSG00000043110	Lrrn4	1	0		1
2	133550159	133563385	ENSMUSG00000027358	Bmp2	1	0		1
2	136889218	137072450	ENSMUSG00000027281	Slx4ip	1	0		1
2	140229355	140391706	ENSMUSG00000074764	Sel1l2	1	0		1
2	140393309	142393466	ENSMUSG00000068205	Macrod2	1	0		1
2	144031059	144074479	ENSMUSG00000037307	Banf2	1	0		1
2	144470057	144529414	ENSMUSG00000037259	Dzank1	1	0		1
2	145900099	145916925	ENSMUSG00000002728	Naa20	1	0		1
2	145916979	145937014	ENSMUSG00000001767	Crnkl1	1	0		1
2	145932784	146215539	ENSMUSG00000037143	Cfap61	1	0		1
2	147010996	147078500	ENSMUSG00000027433	Xrn2	1	0		1
2	147082816	147087445	ENSMUSG00000054160	Nkx2-4	1	0		1
2	147177046	147196243	ENSMUSG00000027434	Nkx2-2	1	0		1
2	147359925	147393795	ENSMUSG00000037034	Pax1	1	0		1
2	147944240	148042203	ENSMUSG00000086141	9030622O22Rik	1	0		1
2	148670601	148676527	ENSMUSG00000036992	Nxt1	1	0		1
2	148871222	148877692	ENSMUSG00000027447	Cst3	1	0		1
2	150582580	150610567	ENSMUSG00000033096	Apmap	1	0		1
2	150931533	150934389	ENSMUSG00000082341	Gm14143	1	0		1
2	151492182	151511914	ENSMUSG00000027455	Nsfl1c	1	0		1
2	151700008	151712657	ENSMUSG00000044364	Tmem74b	1	0		1
2	151715312	151746186	ENSMUSG00000032869	Psmf1	1	0		1
2	152465394	152468376	ENSMUSG00000082689	Gm14156	1	0		1
2	152592691	152601399	ENSMUSG00000062124	Defb45	1	0		1
2	152621856	152625053	ENSMUSG00000074678	Defb25	1	0		1
2	152845964	152895821	ENSMUSG00000027469	Tpx2	1	0		1
2	153221870	153227441	ENSMUSG00000074671	Tspyl3	1	0		1
2	153227259	153243426	ENSMUSG00000051413	Plagl2	1	0		1
2	153694652	153730407	ENSMUSG00000082079	Dnmt3c	1	0		1
2	153873045	153895770	ENSMUSG00000027481	Bpifb2	1	0		1
2	153916230	153933496	ENSMUSG00000068008	Bpifb3	1	0		1
2	153936212	153964601	ENSMUSG00000074665	Bpifb4	1	0		1
2	154221742	154241402	ENSMUSG00000038572	Bpifb5	1	0		1
2	154434481	154539856	ENSMUSG00000038533	Cbfa2t2	1	0		1
2	154713002	154715722	ENSMUSG00000083975	Gm14215	1	0		1
2	155390156	155475894	ENSMUSG00000038369	Ncoa6	1	0		1
2	155515948	155586224	ENSMUSG00000027605	Acss2	1	0		1
2	155562681	155594810	ENSMUSG00000027610	Gss	1	0		1
2	155701177	155731475	ENSMUSG00000038312	Edem2	1	0		1
2	155817230	155821426	ENSMUSG00000074649	BC029722	1	0		1
2	155940523	155947367	ENSMUSG00000038259	Gdf5	1	0		1
2	155972779	156009977	ENSMUSG00000074646	6430550D23Rik	1	0		1
2	156006045	156018779	ENSMUSG00000005881	Ergic3	1	0		1
2	156063175	156071117	ENSMUSG00000038180	Spag4	1	0		1
2	156071345	156129092	ENSMUSG00000098950	Gm28036	1	0		1
2	156123139	156146186	ENSMUSG00000027618	Nfs1	1	0		1
2	156146739	156182238	ENSMUSG00000027620	Rbm39	1	0		1
2	156387565	156394979	ENSMUSG00000102869	2900097C17Rik	1	0		1
2	156888354	156917383	ENSMUSG00000080880	Gm14278	1	0		1
2	156926845	156994056	ENSMUSG00000027634	Ndrg3	1	0		1
2	157277017	157326819	ENSMUSG00000027642	Rpn2	1	0		1
2	157899536	157902512	ENSMUSG00000062846	Gm14176	1	0		1
2	158243004	158245565	ENSMUSG00000098765	Mir7685	1	0		1
2	158373638	158386645	ENSMUSG00000044349	Snhg11	1	0		1
2	158402227	158405015	ENSMUSG00000083168	Gm14201	1	0		1
2	158500612	158508698	ENSMUSG00000044405	Adig	1	0		1
2	158766093	158787137	ENSMUSG00000027654	Fam83d	1	0		1
2	160310893	160336162	ENSMUSG00000074623	Gm826	1	0		1
2	160878670	160906502	ENSMUSG00000027412	Lpin3	1	0		1
2	162929528	162937621	ENSMUSG00000016921	Srsf6	1	0		1
2	163015354	163046641	ENSMUSG00000017858	Ift52	1	0		1
2	163465879	163474629	ENSMUSG00000048486	Fitm2	1	0		1
2	163622772	163647131	ENSMUSG00000017707	Serinc3	1	0		1
2	164163119	164173113	ENSMUSG00000040164	Kcns1	1	0		1
2	164484106	164493819	ENSMUSG00000017734	Dbndd2	1	0		1
2	164579019	164587447	ENSMUSG00000074595	Wfdc6a	1	0		1
2	164595958	164615626	ENSMUSG00000070533	Wfdc8	1	0		1
2	164662394	164676087	ENSMUSG00000078940	Wfdc11	1	0		1
2	164743983	164769107	ENSMUSG00000017299	Dnttip1	1	0		1
2	164753742	164771666	ENSMUSG00000086453	Gm11457	1	0		1
2	164767898	164779322	ENSMUSG00000001403	Ube2c	1	0		1
2	164803098	164822630	ENSMUSG00000045822	Zswim3	1	0		1
2	164825889	164830537	ENSMUSG00000017767	Spata25	1	0		1
2	164938780	164956350	ENSMUSG00000017737	Mmp9	1	0		1
2	165350797	165370729	ENSMUSG00000056824	Zfp663	1	0		1
2	165373764	165390259	ENSMUSG00000017667	Zfp334	1	0		1
2	166904040	166946889	ENSMUSG00000002718	Cse1l	1	0		1
2	167006631	167011039	ENSMUSG00000082665	Gm11470	1	0		1
2	167186702	167193308	ENSMUSG00000085151	1110018N20Rik	1	0		1
2	168881540	168884168	ENSMUSG00000077761	Gm25214	1	0		1
2	169059120	169061740	ENSMUSG00000080415	Gm26469	1	0		1
2	169623556	169630318	ENSMUSG00000103662	Gm34294	1	0		1
2	170482208	170499145	ENSMUSG00000038567	Cyp24a1	1	0		1
2	172355690	172372535	ENSMUSG00000027496	Aurka	1	0		1
2	172368681	172382948	ENSMUSG00000027498	Cstf1	1	0		1
2	173717415	173722589	ENSMUSG00000057047	1700010B08Rik	1	0		1
2	174074308	174100271	ENSMUSG00000027522	Stx16	1	0		1
2	174108349	174123570	ENSMUSG00000039263	Npepl1	1	0		1
2	174280737	174297436	ENSMUSG00000086537	Nespas	1	0		1
2	174460572	174466105	ENSMUSG00000016252	Atp5e	1	0		1
2	174589230	174592302	ENSMUSG00000082353	Vmn1r-ps1	1	0		1
2	174758619	174784542	ENSMUSG00000027524	Edn3	1	0		1
2	178410706	178416472	ENSMUSG00000049999	Ppp1r3d	1	0		1
2	178412524	178424928	ENSMUSG00000070476	Fam217b	1	0		1
2	180098965	180106488	ENSMUSG00000039059	Hrh3	1	0		1
2	180708117	180719233	ENSMUSG00000027573	Gid8	1	0		1
2	180952464	180967312	ENSMUSG00000087293	Gm14341	1	0		1
2	180981924	180987775	ENSMUSG00000070461	9230112E08Rik	1	0		1
2	181357190	181367404	ENSMUSG00000038671	Arfrp1	1	0		1
2	181362928	181384128	ENSMUSG00000027582	Zgpat	1	0		1
2	181518485	181555633	ENSMUSG00000000826	Dnajc5	1	0		1
2	181581603	181594803	ENSMUSG00000000823	Zfp512b	1	0		1
2	181660306	181662912	ENSMUSG00000077518	Gm25879	1	0		1
3	8507360	8562106	ENSMUSG00000027500	Stmn2	1	0		1
3	8801646	8925918	ENSMUSG00000040269	Mrps28	1	0		1
3	10086110	10093065	ENSMUSG00000049230	Gm9833	1	0		1
3	10243709	10303183	ENSMUSG00000027530	Fabp12	1	0		1
3	10311456	10333439	ENSMUSG00000027531	Impa1	1	0		1
3	15371153	15428520	ENSMUSG00000095788	Sirpb1a	1	0		1
3	15495251	15577065	ENSMUSG00000095028	Sirpb1b	1	0		1
3	18052174	18058017	ENSMUSG00000025128	Bhlhe22	1	0		1
3	19130902	19165065	ENSMUSG00000027599	Armc1	1	0		1
3	19222608	19313322	ENSMUSG00000069094	Pde7a	1	0		1
3	22073912	22078142	ENSMUSG00000106019	Gm43672	1	0		1
3	25425715	26334460	ENSMUSG00000063887	Nlgn1	1	0		1
3	27096722	27155878	ENSMUSG00000027699	Ect2	1	0		1
3	27180965	27285108	ENSMUSG00000027698	Nceh1	1	0		1
3	27936695	28133862	ENSMUSG00000027695	Pld1	1	0		1
3	30790875	30821763	ENSMUSG00000027706	Sec62	1	0		1
3	30853950	30897692	ENSMUSG00000037661	Gpr160	1	0		1
3	31202358	31312378	ENSMUSG00000069072	Slc7a14	1	0		1
3	32471088	32494231	ENSMUSG00000091091	Kcnmb3	1	0		1
3	32527465	32579739	ENSMUSG00000027668	Mfn1	1	0		1
3	32724897	32739605	ENSMUSG00000037531	Mrpl47	1	0		1
3	32815546	32938571	ENSMUSG00000056900	Usp13	1	0		1
3	33954200	33957647	ENSMUSG00000106584	4930502C17Rik	1	0		1
3	34017208	34021882	ENSMUSG00000105535	Gm43077	1	0		1
3	35891605	35939445	ENSMUSG00000027708	Dcun1d1	1	0		1
3	36419576	36422622	ENSMUSG00000105792	Gm17887	1	0		1
3	36550606	36566227	ENSMUSG00000027714	Exosc9	1	0		1
3	36619982	36692167	ENSMUSG00000027716	Trpc3	1	0		1
3	37310519	37405366	ENSMUSG00000106407	Gm43439	1	0		1
3	37404410	37422211	ENSMUSG00000050174	Nudt6	1	0		1
3	37713690	37726490	ENSMUSG00000058174	Gm5148	1	0		1
3	38448759	38486844	ENSMUSG00000044864	Ankrd50	1	0		1
3	38884940	39012485	ENSMUSG00000046743	Fat4	1	0		1
3	40742495	40796603	ENSMUSG00000025757	Hspa4l	1	0		1
3	40948354	41040734	ENSMUSG00000025762	Larp1b	1	0		1
3	41065826	41085046	ENSMUSG00000049940	Pgrmc2	1	0		1
3	51402344	51405162	ENSMUSG00000104241	Gm9442	1	0		1
3	51413148	51477007	ENSMUSG00000063273	Naa15	1	0		1
3	53038085	53043755	ENSMUSG00000104850	Gm42901	1	0		1
3	53461666	53482255	ENSMUSG00000049504	Proser1	1	0		1
3	53486653	53509002	ENSMUSG00000027744	Stoml3	1	0		1
3	54728178	54737393	ENSMUSG00000027752	Exosc8	1	0		1
3	54733539	54751818	ENSMUSG00000036632	Alg5	1	0		1
3	55546446	55549052	ENSMUSG00000064904	Gm25404	1	0		1
3	57841395	57850079	ENSMUSG00000027805	Pfn2	1	0		1
3	58519317	58527892	ENSMUSG00000027808	Serp1	1	0		1
3	58674438	58694400	ENSMUSG00000036432	Siah2	1	0		1
3	61358049	61363897	ENSMUSG00000103473	Gm37696	1	0		1
3	65506757	65531379	ENSMUSG00000074580	4931440P22Rik	1	0		1
3	65657288	65659926	ENSMUSG00000098944	Mir8120	1	0		1
3	65828616	65874281	ENSMUSG00000103620	Gm37359	1	0		1
3	66971227	66983771	ENSMUSG00000027833	Shox2	1	0		1
3	67580741	67604737	ENSMUSG00000027775	Mfsd1	1	0		1
3	68891999	69006570	ENSMUSG00000027778	Ift80	1	0		1
3	69719985	69756873	ENSMUSG00000027787	Nmd3	1	0		1
3	75874584	75958949	ENSMUSG00000034109	Golim4	1	0		1
3	79566192	79573080	ENSMUSG00000068957	4930589L23Rik	1	0		1
3	79589342	79604150	ENSMUSG00000027804	Ppid	1	0		1
3	79641111	79739880	ENSMUSG00000034009	Rxfp1	1	0		1
3	79858793	79888806	ENSMUSG00000102191	Gm36569	1	0		1
3	82926165	83010488	ENSMUSG00000102595	Gm30097	1	0		1
3	83053522	83072855	ENSMUSG00000027998	Plrg1	1	0		1
3	83773353	83791956	ENSMUSG00000097250	Gm26771	1	0		1
3	84495593	84584625	ENSMUSG00000074513	Arfip1	1	0		1
3	85948888	85951506	ENSMUSG00000077517	Gm25876	1	0		1
3	86137440	86144702	ENSMUSG00000028081	Rps3a1	1	0		1
3	86785651	86922852	ENSMUSG00000028078	Dclk2	1	0		1
3	87615559	87738534	ENSMUSG00000041977	Arhgef11	1	0		1
3	87844755	87856222	ENSMUSG00000028071	Sh2d2a	1	0		1
3	88028878	88033650	ENSMUSG00000105843	Gm19439	1	0		1
3	88041108	88056493	ENSMUSG00000028069	Gpatch4	1	0		1
3	88056020	88060495	ENSMUSG00000028070	Naxe	1	0		1
3	88068910	88080304	ENSMUSG00000051036	Ttc24	1	0		1
3	88171056	88179785	ENSMUSG00000096935	1700113A16Rik	1	0		1
