Chromosome	 Peak Start	 Peak End	 Chromosome	 Gene Start	 Gene End	 Gene ID	 Gene Name	 Distance-of-Gene-to-Nearest-Peak

9	73056400	73058599	9	73316410	73463472	ENSRNOG00000011841	Map2	0

9	73111400	73112399	9	73316410	73463472	ENSRNOG00000011841	Map2	0

9	73601800	73603799	9	73489727	73683500	ENSRNOG00000028362	LOC689991	0

9	73648200	73649399	9	73489727	73683500	ENSRNOG00000028362	LOC689991	0

9	73870800	73872799	9	73832888	73875188	ENSRNOG00000012966	Acadl	0

9	73997200	73999599	9	74014156	74051544	ENSRNOG00000013557	Lancl1	0

9	74063800	74066999	9	74120716	74236774	ENSRNOG00000013704	Cps1	0

9	74264000	74265799	9	74723233	74727145	ENSRNOG00000047909	AABR07067965.1	0

9	74464000	74465399	9	74723233	74727145	ENSRNOG00000047909	AABR07067965.1	0

9	74642600	74643799	9	74723233	74727145	ENSRNOG00000047909	AABR07067965.1	0

9	74886400	74886799	9	74956955	74961140	ENSRNOG00000057942	Eno1b	0

9	75726600	75728199	9	76436886	76441713	ENSRNOG00000032306	RGD1562431	0

9	76176400	76180999	9	76436886	76441713	ENSRNOG00000032306	RGD1562431	0

9	76363200	76364199	9	76436886	76441713	ENSRNOG00000032306	RGD1562431	0

9	76439200	76441599	9	76436886	76441713	ENSRNOG00000032306	RGD1562431	0

9	76799200	76801199	9	76910339	77007027	ENSRNOG00000054475	LOC102550841	0

9	77136200	77136799	9	77317426	77833781	ENSRNOG00000042609	Spag16	0

9	77184200	77184599	9	77317426	77833781	ENSRNOG00000042609	Spag16	0

9	77474600	77475999	9	77317426	77833781	ENSRNOG00000042609	Spag16	0

9	77625200	77625399	9	77317426	77833781	ENSRNOG00000042609	Spag16	0

9	77687000	77688399	9	77317426	77833781	ENSRNOG00000042609	Spag16	0

9	77807400	77808999	9	77317426	77833781	ENSRNOG00000042609	Spag16	0

9	77899800	77900999	9	77830791	78022346	ENSRNOG00000027400	Vwc2l	0

9	77912000	77912999	9	77830791	78022346	ENSRNOG00000027400	Vwc2l	0

9	78021200	78022399	9	77830791	78022346	ENSRNOG00000027400	Vwc2l	0

9	78043200	78044799	9	78294334	78372331	ENSRNOG00000014960	Bard1	0

9	78399800	78402199	9	78484115	78502171	ENSRNOG00000057294	AABR07068035.1	0

9	78404200	78405799	9	78484115	78502171	ENSRNOG00000057294	AABR07068035.1	0

9	78844800	78845999	9	78858713	78882560	ENSRNOG00000015511	Atic	0

9	78985400	78988199	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79042600	79045199	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79087800	79091399	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79101000	79102999	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79207200	79208999	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79219800	79220599	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79264200	79265199	9	79293240	79312991	ENSRNOG00000051933	AABR07068043.1	0

9	79343200	79344999	9	79349016	79358855	ENSRNOG00000059671	AABR07068044.1	0

9	79351000	79351799	9	79349016	79358855	ENSRNOG00000059671	AABR07068044.1	0

9	79503000	79504999	9	79489550	79548324	ENSRNOG00000015774	Mreg	0

9	79512000	79513999	9	79489550	79548324	ENSRNOG00000015774	Mreg	0

9	79532600	79534799	9	79489550	79548324	ENSRNOG00000015774	Mreg	0

9	79848400	79850399	9	79782345	79902212	ENSRNOG00000016472	March4	0

9	79930000	79931599	9	79940832	79990729	ENSRNOG00000016503	Smarcal1	0

9	80050600	80052399	9	80064964	80069313	ENSRNOG00000058100	AABR07068053.1	0

9	80115000	80133399	9	80114729	80145289	ENSRNOG00000016957	Igfbp2	0

9	80134800	80146799	9	80114729	80145289	ENSRNOG00000016957	Igfbp2	0

9	80147600	80159799	9	80149711	80170333	ENSRNOG00000017206	Igfbp5	0

9	80243000	80245399	9	80294340	80298746	ENSRNOG00000017611	Tnp1	0

9	80284400	80288999	9	80294340	80298746	ENSRNOG00000017611	Tnp1	0

9	80329400	80330399	9	80425217	80431969	ENSRNOG00000052067	AABR07068060.1	0

9	80421800	80422599	9	80425217	80431969	ENSRNOG00000052067	AABR07068060.1	0

9	80434800	80436199	9	80666426	80672618	ENSRNOG00000056522	AABR07068066.2	0

9	80484600	80485799	9	80666426	80672618	ENSRNOG00000056522	AABR07068066.2	0

9	80494200	80495799	9	80666426	80672618	ENSRNOG00000056522	AABR07068066.2	0

9	80513800	80515999	9	80666426	80672618	ENSRNOG00000056522	AABR07068066.2	0

9	80528000	80530799	9	80666426	80672618	ENSRNOG00000056522	AABR07068066.2	0

9	80556200	80559199	9	80666426	80672618	ENSRNOG00000056522	AABR07068066.2	0

9	80688400	80689199	9	80686882	80695028	ENSRNOG00000059378	AABR07068066.3	0

9	80718800	80720599	9	81006687	81010629	ENSRNOG00000057288	SNORA48	0

9	80810000	80812999	9	81006687	81010629	ENSRNOG00000057288	SNORA48	0

9	80959400	80960399	9	81006687	81010629	ENSRNOG00000057288	SNORA48	0

9	80961000	80963199	9	81006687	81010629	ENSRNOG00000057288	SNORA48	0

9	81005800	81006999	9	81006687	81010629	ENSRNOG00000057288	SNORA48	0

9	81014400	81017199	9	81048637	81052527	ENSRNOG00000044889	5S_rRNA	0

9	81050800	81053999	9	81048637	81052527	ENSRNOG00000044889	5S_rRNA	0

9	81148200	81159799	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81182200	81211399	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81220400	81264999	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81278400	81280999	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81296600	81319999	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81331400	81332599	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81354200	81393199	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81362000	81363199	9	81193619	81404287	ENSRNOG00000014182	Tns1	0

9	81487600	81489399	9	81514876	81549371	ENSRNOG00000014289	Arpc2	0

9	81650200	81651399	9	81641055	81652489	ENSRNOG00000037835	Catip	0

9	81669600	81671999	9	81669458	81678479	ENSRNOG00000015295	Ctdsp1	0

9	81756400	81756999	9	81716376	81776151	ENSRNOG00000022720	Usp37	0

9	81820600	81821799	9	81813572	81844864	ENSRNOG00000016361	Plcd4	0

9	82025400	82041399	9	82030243	82047666	ENSRNOG00000017409	Wnt6	0

9	82117600	82125199	9	82116759	82122027	ENSRNOG00000037793	Cdk5r2	0

9	82198800	82242799	9	82162575	82199022	ENSRNOG00000056996	Ccdc108	0

9	82305600	82306999	9	82229732	82330834	ENSRNOG00000018162	Nhej1	0

9	82334200	82337399	9	82327673	82340106	ENSRNOG00000018266	Slc23a3	0

9	82338800	82340599	9	82327673	82340106	ENSRNOG00000018266	Slc23a3	0

9	82469600	82471199	9	82470259	82480481	ENSRNOG00000019704	Resp18	0

9	82534200	82536599	9	82553273	82564794	ENSRNOG00000019810	Des	0

9	82638000	82661999	9	82628930	82640321	ENSRNOG00000019946	Gmppa	0

9	82676800	82687199	9	82668704	82677198	ENSRNOG00000020038	Chpf	0

9	82687800	82693799	9	82679884	82702851	ENSRNOG00000015346	Obsl1	0

9	82725800	82727999	9	82715409	82734893	ENSRNOG00000020107	Stk11ip	0

9	82729000	82733399	9	82715409	82734893	ENSRNOG00000020107	Stk11ip	0

9	82811000	82812199	9	82825678	82832273	ENSRNOG00000055174	AABR07068085.1	0

9	82823000	82826399	9	82825678	82832273	ENSRNOG00000055174	AABR07068085.1	0

9	82907400	82908999	9	83110722	83256758	ENSRNOG00000013213	Epha4	0

9	82916800	82917999	9	83110722	83256758	ENSRNOG00000013213	Epha4	0

9	83329200	83348399	9	83395078	83399414	ENSRNOG00000052509	AABR07068094.1	0

9	83417000	83419199	9	83415858	83423809	ENSRNOG00000055588	AABR07068094.2	0

9	83436400	83436999	9	83765513	83769475	ENSRNOG00000061501	U1	0

9	83895600	83897599	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	83905800	83907799	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	83912200	83916599	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	83941800	83943199	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	83969600	83978599	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	83993000	83993999	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	84009200	84009999	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	84029800	84033599	9	84004683	84104472	ENSRNOG00000013670	Pax3	0

9	84145800	84148399	9	84194217	84198121	ENSRNOG00000051685	U6	0

9	84293200	84295199	9	84199772	84320374	ENSRNOG00000037695	Sgpp2	0

9	84463000	84463799	9	84547303	84553464	ENSRNOG00000025970	AABR07068127.1	0

9	84686000	84691799	9	84685850	84690838	ENSRNOG00000048478	Kcne4	0

9	84764600	84765399	9	84892645	84897899	ENSRNOG00000013695	Hdac1l	0

9	85206600	85209399	9	85236958	85246301	ENSRNOG00000015055	Scg2	0

9	85258600	85263599	9	85304929	85308842	ENSRNOG00000053947	SNORA17	0

9	85284400	85286399	9	85304929	85308842	ENSRNOG00000053947	SNORA17	0

9	85611000	85612199	9	85560363	85629394	ENSRNOG00000015461	Serpine2	0

9	85615400	85617999	9	85560363	85629394	ENSRNOG00000015461	Serpine2	0

9	85650800	85652599	9	85967559	85989508	ENSRNOG00000054416	Fam124b	0

9	86170200	86171599	9	86256660	86261079	ENSRNOG00000027719	AABR07068154.1	0

9	86193200	86194999	9	86256660	86261079	ENSRNOG00000027719	AABR07068154.1	0

9	87131400	87132799	9	87663711	87667645	ENSRNOG00000046217	AABR07068179.1	0

9	87191800	87192599	9	87663711	87667645	ENSRNOG00000046217	AABR07068179.1	0

9	87401000	87402599	9	87663711	87667645	ENSRNOG00000046217	AABR07068179.1	0

9	87411200	87412599	9	87663711	87667645	ENSRNOG00000046217	AABR07068179.1	0

9	87553200	87556199	9	87663711	87667645	ENSRNOG00000046217	AABR07068179.1	0

9	87659200	87660599	9	87663711	87667645	ENSRNOG00000046217	AABR07068179.1	0

9	87835400	87836999	9	87899039	87911059	ENSRNOG00000056564	AABR07068182.1	0

9	87883000	87883799	9	87899039	87911059	ENSRNOG00000056564	AABR07068182.1	0

9	87912600	87914399	9	88033168	88089788	ENSRNOG00000014597	Irs1	0

9	87916400	87918199	9	88033168	88089788	ENSRNOG00000014597	Irs1	0

9	87984400	87985599	9	88033168	88089788	ENSRNOG00000014597	Irs1	0

9	87990800	87992399	9	88033168	88089788	ENSRNOG00000014597	Irs1	0

9	87999000	88000399	9	88033168	88089788	ENSRNOG00000014597	Irs1	0

9	88019800	88022599	9	88033168	88089788	ENSRNOG00000014597	Irs1	0

9	88237000	88241599	9	88231955	88360482	ENSRNOG00000014851	Col4a4	0

9	88245600	88247799	9	88231955	88360482	ENSRNOG00000014851	Col4a4	0

9	88277200	88280799	9	88231955	88360482	ENSRNOG00000014851	Col4a4	0

9	88356200	88358999	9	88231955	88360482	ENSRNOG00000014851	Col4a4	0

9	88366600	88367999	9	88354256	88486330	ENSRNOG00000015365	Col4a3	0

9	88531600	88532799	9	88520693	88538010	ENSRNOG00000015460	Tm4sf20	0

9	88539400	88544399	9	88604208	88662724	ENSRNOG00000015619	Agfg1	0

9	88545400	88553199	9	88604208	88662724	ENSRNOG00000015619	Agfg1	0

9	88567200	88568799	9	88604208	88662724	ENSRNOG00000015619	Agfg1	0

9	88698000	88698999	9	88747457	88752166	ENSRNOG00000048437	Rpl30l1	0

9	88708200	88708999	9	88747457	88752166	ENSRNOG00000048437	Rpl30l1	0

9	88741600	88742599	9	88747457	88752166	ENSRNOG00000048437	Rpl30l1	0

9	88816000	88818999	9	88763573	88820198	ENSRNOG00000057256	Slc19a3	0

9	89193800	89196799	9	89049881	89198573	ENSRNOG00000016388	Sphkap	0

9	89359000	89362199	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89524200	89530399	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89534200	89543399	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89559600	89562599	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89603200	89603799	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89604400	89605599	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89606600	89608599	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89640600	89643799	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89666000	89666799	9	89718611	89725848	ENSRNOG00000056997	AABR07068198.3	0

9	89803000	89805199	9	89924839	89930896	ENSRNOG00000054702	AABR07068198.2	0

9	89856000	89857399	9	89924839	89930896	ENSRNOG00000054702	AABR07068198.2	0

9	89915800	89917599	9	89924839	89930896	ENSRNOG00000054702	AABR07068198.2	0

9	89924600	89926199	9	89924839	89930896	ENSRNOG00000054702	AABR07068198.2	0

9	90041600	90042999	9	90149974	90153857	ENSRNOG00000048054	AABR07068198.1	0

9	90312000	90312799	9	90606294	90723062	ENSRNOG00000054773	AABR07068203.1	0

9	90467800	90468599	9	90606294	90723062	ENSRNOG00000054773	AABR07068203.1	0

9	90501000	90502799	9	90606294	90723062	ENSRNOG00000054773	AABR07068203.1	0

9	90582400	90583199	9	90606294	90723062	ENSRNOG00000054773	AABR07068203.1	0

9	90701400	90701799	9	90606294	90723062	ENSRNOG00000054773	AABR07068203.1	0

9	90708000	90712599	9	90606294	90723062	ENSRNOG00000054773	AABR07068203.1	0

9	90723400	90724399	9	90707836	90726275	ENSRNOG00000059293	AABR07068203.2	0

9	90764200	90765999	9	90787287	90809426	ENSRNOG00000058883	NEWGENE_1589866	0

9	91358600	91359999	9	91414080	91418179	ENSRNOG00000055585	AABR07068222.1	0

9	91363600	91364799	9	91414080	91418179	ENSRNOG00000055585	AABR07068222.1	0

9	92204800	92210599	9	92287538	92291414	ENSRNOG00000046194	AABR07068242.1	0

9	92216600	92219399	9	92287538	92291414	ENSRNOG00000046194	AABR07068242.1	0

9	92243800	92249199	9	92287538	92291414	ENSRNOG00000046194	AABR07068242.1	0

9	92251600	92253599	9	92287538	92291414	ENSRNOG00000046194	AABR07068242.1	0

9	92254400	92257599	9	92287538	92291414	ENSRNOG00000046194	AABR07068242.1	0

9	92318800	92319199	9	92306780	92438663	ENSRNOG00000016963	Trip12	0

9	92604200	92605999	9	92593410	92619465	ENSRNOG00000033747	Sp110	0

9	93020600	93022599	9	93027414	93043131	ENSRNOG00000017540	Spata3	0

9	93295400	93296999	9	93169373	93297250	ENSRNOG00000025418	Armc9	0

9	93322800	93330999	9	93322983	93330733	ENSRNOG00000018267	B3gnt7	0

9	93332000	93336399	9	93368432	93380943	ENSRNOG00000018273	Ncl	0

9	93403000	93408199	9	93402814	93408183	ENSRNOG00000018521	Nmur1	0

9	93444800	93446399	9	93426973	93448238	ENSRNOG00000057332	LOC103690563	0

9	93727000	93743999	9	93657380	94161260	ENSRNOG00000018931	Dis3l2	0

9	93754400	93755799	9	93657380	94161260	ENSRNOG00000018931	Dis3l2	0

9	93908600	93909999	9	93657380	94161260	ENSRNOG00000018931	Dis3l2	0

9	94194400	94203399	9	94189567	94196113	ENSRNOG00000033672	Alpp	0

9	94226400	94233799	9	94225660	94232501	ENSRNOG00000058652	Akp3	0

9	94241200	94254799	9	94238506	94254109	ENSRNOG00000019447	Ecel1	0

9	94256200	94272199	9	94265906	94272001	ENSRNOG00000054082	AC098189.1	0

9	94626400	94627199	9	94633289	94637409	ENSRNOG00000053030	AABR07068274.1	0

9	94661400	94663799	9	94698829	94725402	ENSRNOG00000016962	Neu2	0

9	94731400	94733599	9	94741917	94851271	ENSRNOG00000017020	Inpp5d	0

9	94734200	94735999	9	94741917	94851271	ENSRNOG00000017020	Inpp5d	0

9	95329800	95337399	9	95306459	95347884	ENSRNOG00000042182	Mroh2a	0

9	95351800	95355399	9	95348586	95365314	ENSRNOG00000022911	Hjurp	0

9	95432400	95433199	9	95394937	95483390	ENSRNOG00000019035	Trpm8	0

9	95655200	95655599	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95685200	95686399	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95687200	95688599	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95702400	95705399	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95707000	95707799	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95711800	95713599	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95753200	95754599	9	95786008	95790394	ENSRNOG00000061524	AABR07068285.2	0

9	95795000	95800399	9	95793653	95798685	ENSRNOG00000060928	AABR07068285.1	0

9	95947000	95948999	9	96207450	96289403	ENSRNOG00000019316	Sh3bp4	0

9	96001800	96003799	9	96207450	96289403	ENSRNOG00000019316	Sh3bp4	0

9	96061800	96063199	9	96207450	96289403	ENSRNOG00000019316	Sh3bp4	0

9	96068800	96069999	9	96207450	96289403	ENSRNOG00000019316	Sh3bp4	0

9	96074800	96075799	9	96207450	96289403	ENSRNOG00000019316	Sh3bp4	0

9	96099200	96102399	9	96207450	96289403	ENSRNOG00000019316	Sh3bp4	0

9	96314600	96320599	9	96337649	96341552	ENSRNOG00000057694	U6	0

9	96332000	96333599	9	96337649	96341552	ENSRNOG00000057694	U6	0

9	96357400	96360999	9	96618286	97030663	ENSRNOG00000019476	Agap1	0

9	96445800	96448199	9	96618286	97030663	ENSRNOG00000019476	Agap1	0

9	96449600	96452199	9	96618286	97030663	ENSRNOG00000019476	Agap1	0

9	96532800	96536799	9	96618286	97030663	ENSRNOG00000019476	Agap1	0

9	96573600	96575799	9	96618286	97030663	ENSRNOG00000019476	Agap1	0

9	96581400	96582999	9	96618286	97030663	ENSRNOG00000019476	Agap1	0

9	97052400	97060999	9	97063228	97069117	ENSRNOG00000019495	Gbx2	0

9	97061800	97088199	9	97063228	97069117	ENSRNOG00000019495	Gbx2	0

9	97116000	97117599	9	97084734	97155132	ENSRNOG00000019557	Asb18	0

9	97127600	97145399	9	97084734	97155132	ENSRNOG00000019557	Asb18	0

9	97158600	97171399	9	97182714	97293939	ENSRNOG00000019592	Iqca1	0

9	97174600	97175199	9	97182714	97293939	ENSRNOG00000019592	Iqca1	0

9	97261600	97263399	9	97182714	97293939	ENSRNOG00000019592	Iqca1	0

9	97279600	97283799	9	97182714	97293939	ENSRNOG00000019592	Iqca1	0

9	97298000	97299599	9	97352624	97367945	ENSRNOG00000019622	Ackr3	0

9	97423400	97423999	9	97538118	97543431	ENSRNOG00000056453	AABR07068308.1	0

9	97436000	97437999	9	97538118	97543431	ENSRNOG00000056453	AABR07068308.1	0

9	97445000	97447399	9	97538118	97543431	ENSRNOG00000056453	AABR07068308.1	0

9	97457800	97459999	9	97538118	97543431	ENSRNOG00000056453	AABR07068308.1	0

9	97508400	97509599	9	97538118	97543431	ENSRNOG00000056453	AABR07068308.1	0

9	97578600	97592199	9	97768884	97782567	ENSRNOG00000019635	Cops8	0

9	97600600	97601799	9	97768884	97782567	ENSRNOG00000019635	Cops8	0

9	97602400	97611999	9	97768884	97782567	ENSRNOG00000019635	Cops8	0

9	97675200	97683399	9	97768884	97782567	ENSRNOG00000019635	Cops8	0

9	97732000	97732999	9	97768884	97782567	ENSRNOG00000019635	Cops8	0

9	97751000	97757199	9	97768884	97782567	ENSRNOG00000019635	Cops8	0

9	97838000	97847399	9	97926287	98007846	ENSRNOG00000019648	Col6a3	0

9	97861400	97862599	9	97926287	98007846	ENSRNOG00000019648	Col6a3	0

9	97948000	97959199	9	97926287	98007846	ENSRNOG00000019648	Col6a3	0

9	97960000	97964399	9	97926287	98007846	ENSRNOG00000019648	Col6a3	0

9	98063800	98070399	9	98069738	98108933	ENSRNOG00000019763	Mlph	0

9	98105600	98126199	9	98069738	98108933	ENSRNOG00000019763	Mlph	0

9	98197400	98202599	9	98187529	98258235	ENSRNOG00000019892	Lrrfip1	0

9	98317000	98318999	9	98310332	98364705	ENSRNOG00000019926	Ramp1	0

9	98457000	98478399	9	98435139	98459580	ENSRNOG00000020083	Scly	0

9	98479000	98487799	9	98456877	98483919	ENSRNOG00000024717	Espnl	0

9	98496200	98502199	9	98487308	98501367	ENSRNOG00000020105	Klhl30	0

9	98502800	98509799	9	98501959	98511660	ENSRNOG00000024688	Fam132b	0

9	98611400	98616399	9	98618206	98657401	ENSRNOG00000024468	Traf3ip1	0

9	98695400	98713799	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98721200	98756199	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98756800	98771399	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98775800	98790799	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98794600	98803999	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98816000	98829199	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98838000	98841599	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98844400	98847399	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98893000	98904799	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98926600	98928999	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98931200	98956599	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98957200	98967999	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98968800	98973599	9	98920834	98969010	ENSRNOG00000020355	Twist2	0

9	98976600	98990999	9	99053695	99057781	ENSRNOG00000052493	AABR07068327.1	0

9	98991800	98998799	9	99053695	99057781	ENSRNOG00000052493	AABR07068327.1	0

9	99317200	99320799	9	99364384	99368492	ENSRNOG00000030045	RGD1564730	0

9	99326600	99337799	9	99364384	99368492	ENSRNOG00000030045	RGD1564730	0

9	99361600	99373599	9	99364384	99368492	ENSRNOG00000030045	RGD1564730	0

9	99374600	99395199	9	99553240	99567478	ENSRNOG00000059110	AABR07068341.1	0

9	99396200	99399799	9	99553240	99567478	ENSRNOG00000059110	AABR07068341.1	0

9	99400400	99407599	9	99553240	99567478	ENSRNOG00000059110	AABR07068341.1	0

9	99431600	99440199	9	99553240	99567478	ENSRNOG00000059110	AABR07068341.1	0

9	99440800	99441599	9	99553240	99567478	ENSRNOG00000059110	AABR07068341.1	0

9	99476800	99482599	9	99553240	99567478	ENSRNOG00000059110	AABR07068341.1	0

9	99581800	99592599	9	99616552	99655113	ENSRNOG00000016470	Ndufa10l1	0

9	99702200	99703599	9	99717556	99722327	ENSRNOG00000046219	Olr1346	0

9	99715200	99722399	9	99717556	99722327	ENSRNOG00000046219	Olr1346	0

9	99760800	99767399	9	99760468	99765233	ENSRNOG00000032545	Olr1351	0

9	99791600	99799799	9	99792378	99797232	ENSRNOG00000046386	Olr1353	0

9	99801000	99803599	9	99812832	99821562	ENSRNOG00000037402	Myeov2	0

9	99805800	99806199	9	99812832	99821562	ENSRNOG00000037402	Myeov2	0

9	99820600	99823799	9	99812832	99821562	ENSRNOG00000037402	Myeov2	0

9	99825600	99828199	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	99829000	99835199	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	99888400	99896599	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	99904400	99909799	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	99942800	99947399	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	99950200	99955999	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	100017000	100018799	9	99994975	100027318	ENSRNOG00000049437	Gpc1	0

9	100034800	100043799	9	100038346	100073950	ENSRNOG00000048567	Ankmy1	0

9	100094800	100099199	9	100100700	100113332	ENSRNOG00000045623	Capn10	0

9	100146600	100147999	9	100152854	100166718	ENSRNOG00000004452	Aqp12a	0

9	100147200	100159599	9	100152854	100166718	ENSRNOG00000004452	Aqp12a	0

9	100216800	100218599	9	100171272	100256909	ENSRNOG00000023993	Kif1a	0

9	100267200	100268999	9	100278039	100291791	ENSRNOG00000023856	Agxt	0

9	100295200	100319999	9	100296281	100310129	ENSRNOG00000023557	RGD1563692	0

9	100329800	100346199	9	100377215	100437556	ENSRNOG00000023548	Sned1	0

9	100351400	100366999	9	100377215	100437556	ENSRNOG00000023548	Sned1	0

9	100378600	100384999	9	100377215	100437556	ENSRNOG00000023548	Sned1	0

9	100397000	100397999	9	100377215	100437556	ENSRNOG00000023548	Sned1	0

9	100511400	100526399	9	100508310	100552298	ENSRNOG00000023427	Ano7	0

9	100547200	100554199	9	100508310	100552298	ENSRNOG00000023427	Ano7	0

9	100982800	100987199	9	100987223	100993706	ENSRNOG00000022982	Gal3st2	0

9	101154000	101155599	9	101193955	101199258	ENSRNOG00000029702	Obox5	0

9	101248200	101248599	9	101247454	101252203	ENSRNOG00000050471	AABR07068360.1	0

9	101404800	101406399	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101422400	101423399	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101537400	101538399	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101547800	101548399	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101554800	101556199	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101585800	101586199	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101708400	101709999	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	101769000	101769399	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	102383000	102384199	9	102542094	102545990	ENSRNOG00000051658	SNORA17	0

9	102602600	102603799	9	102859590	102881538	ENSRNOG00000019087	Fam174a	0

9	102654000	102655599	9	102859590	102881538	ENSRNOG00000019087	Fam174a	0

9	103058800	103060599	9	103117006	103210490	ENSRNOG00000019128	St8sia4	0

9	103305600	103306999	9	104245400	104249330	ENSRNOG00000053713	SNORA17	0

9	103426400	103428199	9	104245400	104249330	ENSRNOG00000053713	SNORA17	0

9	103863400	103865599	9	104245400	104249330	ENSRNOG00000053713	SNORA17	0

9	104023200	104023999	9	104245400	104249330	ENSRNOG00000053713	SNORA17	0

9	104024800	104025599	9	104245400	104249330	ENSRNOG00000053713	SNORA17	0

9	104476400	104476799	9	104477557	104482259	ENSRNOG00000025797	AABR07068417.1	0

9	104632600	104634399	9	104621615	104722377	ENSRNOG00000013792	Slco6c1	0

9	105546800	105547399	9	105530695	105658771	ENSRNOG00000011042	RGD1560925	0

9	105775000	105776199	9	105803922	105828994	ENSRNOG00000055878	AABR07068447.1	0

9	105920800	105921999	9	105940212	105946831	ENSRNOG00000046623	LOC100912293	0

9	105974400	105975599	9	106701604	106705510	ENSRNOG00000054740	U6	0

9	105979000	105980399	9	106701604	106705510	ENSRNOG00000054740	U6	0

9	105981000	105986399	9	106701604	106705510	ENSRNOG00000054740	U6	0

9	106057400	106057999	9	106701604	106705510	ENSRNOG00000054740	U6	0

